0	123877	-12680	-3008	10432	678	14	72	0	
0	123925	-12596	-3016	10164	650	76	-17	0	
0	123973	-12552	-2916	10176	645	89	-102	0	
0	124022	-12620	-2964	10296	617	124	-197	0	
0	124070	-12492	-3000	10392	582	99	-222	0	
0	124118	-12528	-3028	10408	526	135	-259	0	
0	124166	-12520	-3088	10284	484	88	-261	0	
0	124214	-12628	-3256	10316	494	142	-299	0	
0	124263	-12788	-3256	10244	547	137	-350	0	
0	124311	-12572	-3392	10428	567	189	-355	0	
0	124360	-12876	-3412	10276	587	224	-349	0	
0	124408	-12820	-3432	10400	621	269	-316	0	
0	124456	-12856	-3400	10264	655	264	-303	0	
0	124505	-12760	-3440	10144	696	247	-305	0	
0	124553	-12832	-3456	10072	771	212	-281	0	
0	124601	-12856	-3512	10240	856	153	-259	0	
0	124650	-12788	-3408	10092	972	40	-210	0	
0	124698	-12672	-3324	10220	977	-110	-135	0	
0	124746	-12696	-3264	10344	921	-183	-101	0	
0	124795	-12648	-3400	10400	861	-251	-89	0	
0	124843	-12748	-3444	10360	883	-289	-72	0	
0	124891	-12704	-3304	10336	873	-251	-91	0	
0	124939	-12612	-3308	10448	828	-236	-75	0	
0	124988	-12452	-3144	10376	801	-208	-110	0	
0	125036	-12500	-3148	10240	765	-199	-142	0	
0	125085	-12508	-3128	10188	618	-191	-192	0	
0	125133	-12380	-3196	10244	563	-165	-212	0	
0	125181	-12356	-3152	10108	496	-177	-218	0	
0	125230	-12344	-3232	10092	480	-172	-226	0	
0	125278	-12728	-3336	10144	482	-165	-291	0	
0	125327	-12580	-3256	10264	488	-119	-347	0	
0	125375	-12692	-3296	10336	510	-67	-346	0	
0	125423	-12672	-3304	10276	501	6	-336	0	
0	125471	-12544	-3264	10368	467	47	-335	0	
0	125519	-12576	-3080	10468	507	94	-395	0	
0	125568	-12508	-2988	10336	377	162	-434	0	
0	125616	-12532	-2876	10364	184	205	-457	0	
0	125664	-12520	-2892	10584	79	250	-464	0	
0	125713	-12552	-2824	10692	-255	306	-465	0	
0	125761	-12556	-2916	10476	11	396	-488	0	
0	125809	-12612	-2772	10692	-15	470	-558	0	
0	125857	-12548	-2872	10684	-109	566	-610	0	
0	125906	-12364	-2704	10584	-208	605	-584	0	
0	125954	-12324	-2600	10852	-300	641	-617	0	
0	126003	-12300	-2772	10704	-388	643	-643	0	
0	126051	-12188	-2860	10636	-505	652	-658	0	
0	126100	-12308	-2896	10476	-596	622	-671	0	
0	126148	-12364	-3024	10672	-707	621	-666	0	
0	126196	-12244	-3060	10648	-778	578	-656	0	
0	126245	-12216	-3112	10692	-819	531	-629	0	
0	126293	-12112	-3260	10644	-857	474	-656	0	
0	126342	-12112	-3372	10684	-856	518	-640	0	
0	126390	-12112	-3352	10464	-858	446	-629	0	
0	126438	-12204	-3416	10608	-910	437	-611	0	
0	126487	-12184	-3332	10276	-1104	458	-558	0	
0	126536	-12172	-3404	10404	-1314	427	-543	0	
0	126584	-12248	-3588	10524	-1465	437	-497	0	
0	126633	-12296	-3756	10360	-1489	409	-430	0	
0	126681	-12316	-3716	10332	-1472	397	-393	0	
0	126730	-12396	-3896	10228	-1408	386	-357	0	
0	126779	-12384	-3668	10076	-1274	389	-337	0	
0	126827	-12464	-3940	9980	-1080	384	-371	0	
0	126876	-12608	-3876	9940	-1015	419	-367	0	
0	126924	-12652	-3660	9756	-1057	486	-350	0	
0	126973	-12868	-3596	10004	-1101	523	-314	0	
0	127021	-12952	-3584	9996	-1094	582	-314	0	
0	127070	-12940	-3588	9916	-917	674	-345	0	
0	127118	-12864	-3484	9924	-781	703	-367	0	
0	127166	-13048	-3592	9644	-691	773	-372	0	
0	127214	-13196	-3536	9684	-556	819	-381	0	
0	127263	-13140	-3512	9636	-452	818	-425	0	
0	127311	-13208	-3656	9608	-347	870	-502	0	
0	127359	-13264	-3628	9728	-163	863	-499	0	
0	127407	-13080	-3704	9552	60	870	-510	0	
0	127455	-13092	-3724	9532	298	870	-489	0	
0	127504	-12980	-3736	9548	424	908	-451	0	
0	127552	-12768	-3648	9788	479	934	-447	0	
0	127600	-12744	-3764	9812	572	996	-404	0	
0	127648	-12700	-3640	9484	494	1076	-423	0	
0	127696	-12800	-3620	9660	370	1118	-379	0	
0	127745	-12896	-3428	9592	342	1102	-336	0	
0	127793	-12884	-3152	9712	308	1071	-341	0	
0	127842	-12860	-3432	9772	282	987	-337	0	
0	127890	-13044	-3420	9804	268	918	-320	0	
0	127938	-13196	-3552	9912	366	834	-271	0	
0	127986	-13132	-3512	10076	542	779	-197	0	
0	128035	-12864	-3456	10396	499	692	-171	0	
0	128083	-12684	-3288	10396	395	659	-106	0	
0	128131	-12732	-3208	10412	374	634	-45	0	
0	128179	-12720	-3268	10388	417	695	18	0	
0	128227	-12844	-3432	10316	767	746	64	0	
0	128275	-12872	-3516	10296	619	809	76	0	
0	128324	-13036	-3408	10320	671	834	-14	0	
0	128372	-12804	-3352	10160	741	819	-44	0	
0	128420	-12568	-3340	10284	768	794	-76	0	
0	128468	-12404	-3212	10348	707	789	-56	0	
0	128516	-12276	-3156	10348	711	730	-60	0	
0	128564	-12160	-3256	10248	647	749	-105	0	
0	128613	-12148	-3280	10304	506	791	-89	0	
0	128661	-12016	-3296	10180	283	858	-176	0	
0	128709	-12084	-3292	10164	62	930	-243	0	
0	128757	-12240	-3304	10292	-140	1004	-292	0	
0	128806	-12380	-3128	9988	-269	1094	-380	0	
0	128854	-12516	-3440	9748	-264	1197	-485	0	
0	128903	-12608	-3548	10076	-229	1322	-568	0	
0	128951	-12640	-3656	9744	-217	1446	-633	0	
0	129000	-12716	-3644	9984	-219	1551	-667	0	
0	129048	-12752	-3700	9884	-204	1714	-744	0	
0	129097	-12868	-3736	10072	-163	1864	-822	0	
0	129146	-12984	-3680	10060	-87	1989	-936	0	
0	129194	-13164	-3588	10060	34	2127	-1003	0	
0	129243	-12952	-3392	10012	106	2222	-1100	0	
0	129291	-13064	-3512	9912	192	2337	-1180	0	
0	129340	-13028	-3428	10156	154	2380	-1535	0	
0	129389	-12968	-3304	9916	135	2406	-1397	0	
0	129437	-13100	-3468	10180	148	2368	-1470	0	
0	129486	-13016	-3428	10012	160	2323	-1563	0	
0	129535	-12956	-3444	10072	59	2218	-1643	0	
0	129584	-12840	-3460	10100	-61	2087	-1723	0	
0	129632	-12908	-3468	10060	-305	1956	-1793	0	
0	129681	-12800	-3624	10056	-457	1802	-1855	0	
0	129730	-12836	-3476	9980	-687	1668	-1537	0	
0	129779	-12584	-3560	9756	-915	1531	-1715	0	
0	129827	-12508	-3704	9720	-938	1345	-1575	0	
0	129876	-12448	-3756	9744	-821	1214	-1467	0	
0	129924	-12472	-3924	9604	-623	1067	-1245	0	
0	129973	-12516	-4168	9408	-461	1028	-1011	0	
0	130022	-12604	-4396	9424	-166	946	-753	0	
0	130070	-12764	-4664	9100	288	1275	-531	0	
0	130118	-12796	-4996	8916	736	1126	-332	0	
0	130167	-13088	-5180	8588	1153	1222	-163	0	
0	130215	-13280	-5168	8436	1786	1412	-16	0	
0	130264	-13256	-5188	8544	1857	1637	77	0	
0	130312	-13456	-4948	8608	2147	1972	108	0	
0	130360	-13428	-4876	8364	2210	2384	18	0	
0	130409	-13512	-4588	8612	2241	2882	-160	0	
0	130457	-13600	-4092	8704	2692	3237	-339	0	
0	130506	-13752	-3348	8664	2867	3523	-499	0	
0	130555	-13724	-3156	8816	2848	3771	-718	0	
0	130603	-13484	-2892	8900	2578	3880	-997	0	
0	130652	-13464	-2488	9064	2273	3924	-1232	0	
0	130701	-13208	-2144	8984	1744	3816	-1431	0	
0	130749	-13296	-1936	9184	1242	3650	-1616	0	
0	130798	-13508	-1820	8964	804	3395	-1688	0	
0	130847	-13304	-1752	9120	454	3123	-1774	0	
0	130895	-13280	-1980	9184	209	2876	-1831	0	
0	130944	-13444	-2212	9052	34	2661	-1839	0	
0	130992	-13368	-2568	9164	-180	2465	-1839	0	
0	131041	-13408	-2820	8804	-365	2270	-1778	0	
0	131090	-13488	-3068	8760	-768	2115	-1776	0	
0	131138	-13600	-3240	8816	-548	1940	-1709	0	
0	131187	-13512	-3560	8784	-511	1781	-1625	0	
0	131235	-13396	-3760	8764	-467	1675	-1484	0	
0	131284	-13300	-3896	8752	-353	1619	-1320	0	
0	131333	-13368	-4168	8648	-184	1590	-1163	0	
0	131381	-13556	-4272	8376	8	1521	-1046	0	
0	131430	-13632	-4396	8532	156	1458	-937	0	
0	131478	-13556	-4500	8592	257	1349	-788	0	
0	131526	-13564	-4340	8552	243	1237	-633	0	
0	131575	-13584	-4408	8464	286	1116	-557	0	
0	131623	-13524	-4632	8344	422	1073	-462	0	
0	131671	-13384	-4628	8224	455	1010	-464	0	
0	131720	-13780	-4688	8328	603	956	-477	0	
0	131768	-13860	-4548	8368	699	902	-450	0	
0	131816	-13940	-4100	8588	786	801	-423	0	
0	131864	-13912	-4180	8380	892	745	-418	0	
0	131913	-13756	-4016	8640	1016	670	-359	0	
0	131961	-13668	-3984	8888	1267	541	-271	0	
0	132009	-13612	-3952	8644	1436	491	-190	0	
0	132058	-13544	-4080	8608	1388	471	-165	0	
0	132106	-13568	-4176	8640	1465	413	-202	0	
0	132154	-13524	-4180	8676	1677	461	-510	0	
0	132203	-13524	-4264	8552	1778	767	-365	0	
0	132251	-13420	-4248	8676	1934	555	-428	0	
0	132299	-13400	-4232	8860	2103	620	-474	0	
0	132348	-13264	-4096	8776	2238	743	-549	0	
0	132396	-12968	-3932	9124	2277	881	-637	0	
0	132445	-12628	-3728	9412	2180	1068	-726	0	
0	132493	-12344	-3436	9652	1969	1260	-733	0	
0	132542	-11656	-3092	9496	1224	1583	-778	0	
0	132590	-11392	-3104	9832	466	1897	-849	0	
0	132639	-12000	-3100	9944	419	2057	-885	0	
0	132687	-12196	-2940	9856	189	2088	-960	0	
0	132735	-12556	-2996	9744	-200	2047	-1020	0	
0	132784	-12924	-3036	10028	-464	1983	-1280	0	
0	132833	-13128	-3092	9928	-605	1844	-1048	0	
0	132882	-13316	-3240	9952	-676	1738	-1063	0	
0	132930	-13440	-3336	9852	-664	1630	-1033	0	
0	132979	-13556	-3552	9900	-631	1495	-973	0	
0	133027	-13496	-3672	9636	-568	1406	-838	0	
0	133076	-13596	-3980	9552	-470	1348	-722	0	
0	133124	-13400	-4180	9292	-298	1255	-637	0	
0	133173	-13376	-4576	8720	-261	1238	-642	0	
0	133221	-13396	-4468	8304	-378	1244	-599	0	
0	133270	-13316	-4440	8244	-464	1535	-643	0	
0	133318	-13164	-4400	8228	-559	1350	-614	0	
0	133367	-13056	-4456	8020	-537	1432	-666	0	
0	133415	-12896	-4260	8112	-566	1538	-674	0	
0	133463	-12796	-4368	8348	-502	1655	-695	0	
0	133512	-13152	-4292	8500	-377	1682	-667	0	
0	133560	-13588	-4160	8496	-410	1600	-627	0	
0	133609	-13624	-4080	8412	-393	1563	-591	0	
0	133657	-13568	-4152	8564	-271	1449	-597	0	
0	133706	-13472	-4132	8848	-163	1398	-602	0	
0	133754	-13400	-4152	8580	-153	1314	-583	0	
0	133802	-13220	-4048	8628	-110	1287	-560	0	
0	133851	-13040	-3940	8880	-232	1274	-539	0	
0	133899	-12832	-3884	8944	-323	1294	-558	0	
0	133948	-12736	-3876	8976	-460	1359	-534	0	
0	133996	-12648	-3640	9172	-571	1417	-534	0	
0	134045	-12780	-3668	9424	-657	1508	-507	0	
0	134093	-12792	-3580	9360	-820	1569	-517	0	
0	134141	-12812	-3476	9460	-974	1691	-552	0	
0	134190	-12768	-3484	9316	-1162	1806	-604	0	
0	134239	-12796	-3392	9436	-1242	1933	-658	0	
0	134287	-12808	-3388	9440	-1515	2298	-641	0	
0	134336	-12692	-3244	9456	-1869	2177	-613	0	
0	134385	-13048	-3460	9492	-2040	2281	-568	0	
0	134433	-13060	-3488	9452	-2126	2399	-561	0	
0	134482	-13240	-3436	9636	-2179	2562	-565	0	
0	134530	-13360	-3388	9592	-2187	2749	-529	0	
0	134579	-12928	-3312	9500	-2374	2942	-561	0	
0	134628	-12996	-3184	9296	-2659	3102	-566	0	
0	134676	-12880	-2924	9444	-2712	3284	-563	0	
0	134725	-12808	-2804	9580	-2682	3423	-500	0	
0	134774	-13024	-2844	9512	-2501	3560	-438	0	
0	134822	-13712	-3068	9636	-2742	3618	-451	0	
0	134871	-15812	-4312	10100	-3107	3608	-619	0	
0	134920	-15872	-4156	9068	-3853	3424	-1091	0	
0	134968	-14872	-4064	8428	-3379	3839	-1325	0	
0	135017	-14712	-4836	8656	-1897	3738	-1461	0	
0	135066	-21816	-4988	10604	-1578	3459	-1669	0	
0	135115	-13896	-4772	7196	615	3121	-1679	0	
0	135164	-12176	-4988	7628	778	3118	-1680	0	
0	135212	-12628	-4880	7932	935	3104	-1840	0	
0	135261	-12668	-5104	8000	1313	3178	-1774	0	
0	135310	-12604	-5020	8156	1379	3320	-1767	0	
1	135359	-7428	-4256	8388	1573	3083	-2576	1	
1	135407	-12972	-4452	8316	138	3455	-1625	1	
1	135456	-15620	-4192	9008	-1001	3073	-1557	1	
1	135505	-14720	-4716	8852	-117	3420	-1434	1	
1	135554	-13976	-3932	8608	435	3593	-1472	1	
1	135603	-14476	-3808	8600	226	3731	-1517	1	
1	135651	-14288	-3396	8556	67	3788	-1661	1	
1	135700	-15476	-3204	8464	288	3878	-1785	1	
1	135748	-20088	-3300	8852	-111	3690	-2057	1	
1	135797	-12944	-3824	7100	-785	3848	-2066	1	
1	135846	-13632	-3932	7504	-1330	3684	-2137	1	
1	135895	-13740	-4092	7008	-1355	3595	-2158	1	
1	135944	-13688	-4268	6988	-1264	3472	-2186	1	
1	135993	-13640	-4324	6844	-1578	3333	-2254	1	
1	136042	-13680	-4492	6540	-2553	3172	-2252	1	
1	136091	-13752	-4796	6408	-2377	2954	-2248	1	
1	136140	-13788	-4844	6308	-2367	2784	-2205	1	
1	136189	-14068	-5184	5988	-1894	2527	-2152	1	
1	136238	-13932	-5384	5676	-1573	2302	-2097	1	
1	136287	-14052	-5592	5700	-827	2084	-2001	1	
1	136335	-14092	-5928	5708	-286	1818	-1815	1	
1	136384	-13836	-6036	5844	-171	1637	-1628	1	
1	136433	-14128	-5948	5988	417	1418	-1435	1	
1	136481	-14592	-6276	5848	1261	1272	-1254	1	
1	136530	-15488	-6436	5296	1392	1325	-1146	1	
1	136579	-15800	-6588	4844	200	2025	-1161	1	
1	136628	-15040	-6784	4388	-5249	2600	-1707	1	
1	136677	-15420	-6792	6568	-4411	2785	-1778	1	
1	136726	-13840	-7976	6076	2093	2657	-1222	1	
1	136775	-16264	-7444	5056	5281	2769	-1315	1	
1	136824	-15404	-6844	3456	3370	4003	-1565	1	
1	136873	-15252	-9424	5500	3947	3902	-1431	1	
1	136922	-15804	-5088	6096	4944	4042	-1457	1	
1	136971	-16956	-6356	3828	5960	4401	-1079	1	
1	137020	-9812	-6776	5264	5802	5791	-1755	1	
1	137068	-15160	-8480	5092	8195	2930	-1194	1	
1	137117	-15844	-5108	336	4842	4607	-1377	1	
1	137166	-16504	-5512	7564	6458	3772	-1201	1	
1	137215	-14368	-6824	6972	6513	4234	-889	1	
1	137263	-13432	-7208	5016	7298	4043	-945	1	
1	137312	-16992	-5884	3884	7575	3521	-934	1	
1	137361	-12468	-6020	3804	7002	4040	-1067	1	
1	137410	-13312	-5024	5944	7917	3146	-777	1	
1	137459	-15448	-5200	7396	8421	2016	-922	1	
1	137507	-10060	-5352	1896	6351	3889	-1669	1	
1	137556	-18516	-2836	9064	7160	2463	-2232	1	
1	137605	-11380	-1544	1488	6176	2842	-1687	1	
1	137654	-9884	-6016	9328	7576	2313	-1499	1	
1	137703	-13364	-5260	2728	6720	2366	-1830	1	
1	137752	-13908	-7076	11816	5414	1952	-1452	1	
1	137801	-13208	-1012	5664	5746	2161	-1039	1	
1	137850	-13984	-1880	9868	6192	1192	-933	1	
1	137899	-15308	-804	7276	5358	1067	-652	1	
1	137947	-13800	-3512	10392	6122	302	377	1	
1	137996	-14628	-5960	14264	6051	710	690	1	
1	138044	-11612	-5960	6020	5747	1576	636	1	
1	138093	-12936	-4092	7272	5087	1738	484	1	
1	138142	-16004	-3216	11052	5625	444	1079	1	
1	138191	-11328	-4552	6092	6315	-121	1874	1	
1	138239	-12292	-3800	9900	6213	241	1663	1	
1	138288	-12908	-2700	9976	6384	386	1105	1	
1	138337	-15064	-2836	10564	5551	505	1001	1	
1	138386	-12544	-2236	5432	5278	1299	287	1	
1	138434	-15840	-3108	11236	4996	650	764	1	
1	138483	-12904	-2752	8828	5061	444	585	1	
1	138531	-13908	-2960	8440	4914	652	313	1	
1	138580	-13564	-3580	10032	4319	1327	52	1	
1	138628	-14868	-1876	8688	3974	1954	-342	1	
1	138677	-11676	-3548	10000	4422	1391	-253	1	
1	138726	-13284	-3520	9300	4205	1150	-194	1	
1	138775	-12148	-1992	8344	3669	1189	-667	1	
1	138823	-16356	-2720	8688	3404	879	-670	1	
1	138872	-11968	-2360	8948	3195	1557	-714	1	
1	138921	-14544	-2720	9924	3955	794	-622	1	
1	138969	-12040	-2868	6732	2860	1437	-893	1	
1	139018	-12880	-3256	9548	2639	1498	-1376	1	
1	139067	-16140	-520	7372	2072	1357	-1769	1	
1	139116	-12588	-4364	8424	1830	1567	-1173	1	
1	139165	-12808	-4440	10084	2383	1864	-1299	1	
1	139214	-14688	-3628	9116	1965	1116	-1018	1	
1	139262	-13180	-3216	8024	1879	893	-681	1	
1	139311	-12876	-3196	9480	1854	605	-388	1	
1	139359	-13448	-3336	8908	1846	116	42	1	
1	139408	-13232	-3488	8772	1579	-108	342	1	
1	139456	-13564	-3560	8896	1443	-176	465	1	
1	139505	-13840	-3164	8580	963	-184	460	1	
1	139553	-13988	-3048	8176	417	-39	281	1	
1	139601	-14080	-3128	8184	320	90	146	1	
1	139649	-14060	-3076	8132	354	215	-7	1	
1	139697	-14180	-3044	7944	203	311	-170	1	
1	139745	-14144	-3040	7784	-252	383	-348	1	
1	139794	-14008	-3052	7732	-157	445	-547	1	
1	139842	-14004	-3160	7480	-318	500	-730	1	
1	139890	-13908	-3308	7316	-434	502	-844	1	
1	139939	-14092	-3452	7268	-594	485	-948	1	
1	139987	-14116	-3772	7156	-675	473	-1003	1	
1	140036	-14036	-4052	7092	-688	429	-1052	1	
1	140084	-14076	-4228	7256	-603	363	-1117	1	
1	140133	-14024	-4336	7148	-503	315	-1083	1	
1	140181	-14044	-4492	7328	-316	306	-1005	1	
1	140230	-14108	-4420	7400	-224	318	-969	1	
1	140278	-14108	-4392	7476	-158	311	-923	1	
1	140326	-13840	-4512	7468	-91	346	-919	1	
1	140375	-14180	-4564	7424	28	358	-869	1	
1	140423	-14076	-4332	7376	4	360	-806	1	
1	140471	-14148	-4448	7544	-64	421	-764	1	
1	140519	-14080	-4436	7572	-132	467	-741	1	
1	140567	-14284	-4420	7640	-140	557	-712	1	
1	140616	-14120	-4432	7500	-103	625	-684	1	
1	140664	-14240	-4312	7636	-85	726	-649	1	
1	140712	-14188	-4336	7376	-185	775	-622	1	
1	140760	-14036	-4300	7228	-98	821	-632	1	
1	140809	-14192	-4368	7404	-81	876	-621	1	
1	140857	-14208	-4376	7036	-139	883	-627	1	
1	140905	-14092	-4408	6824	-345	887	-602	1	
1	140953	-14016	-4332	6836	-549	847	-585	1	
1	141002	-13972	-4268	6508	-740	722	-600	1	
1	141050	-13900	-3940	6232	-1057	522	-574	1	
1	141099	-13816	-3676	5856	-1468	274	-620	1	
1	141147	-13852	-3696	5208	-1901	-62	-663	1	
1	141196	-14040	-3728	4844	-2259	-493	-769	1	
1	141244	-14052	-4044	4484	-2430	-931	-856	1	
1	141293	-14532	-4320	4152	-2382	-1463	-936	1	
1	141342	-14344	-4692	3808	-2482	-1985	-931	1	
1	141391	-14548	-5296	3408	-2679	-2572	-896	1	
1	141439	-14384	-5644	3136	-2666	-3178	-520	1	
1	141488	-14920	-6004	2576	-2452	-3864	-675	1	
1	141537	-14080	-6340	2184	-2173	-4623	-478	1	
1	141586	-18736	-7264	2040	-1848	-5616	-354	1	
1	141635	-22880	-7760	2068	-1355	-6494	-219	1	
1	141683	-21264	-9104	1372	-532	-7549	-83	1	
1	141732	-19804	-9652	1936	485	-9171	-328	1	
0	141780	-20720	-9152	-304	1240	-10312	-495	0	
0	141829	-21236	-7452	-4408	1335	-11601	-1526	0	
0	141878	-22568	-7672	304	2972	-12735	-609	0	
0	141927	-21068	-8028	704	4297	-14008	-440	0	
0	141976	-18992	-8224	2000	4537	-14855	183	0	
0	142024	-17092	-8304	4120	5096	-15321	530	0	
0	142073	-14544	-8500	6660	6074	-14852	932	0	
0	142122	-13008	-8396	8620	7209	-14118	1770	0	
0	142171	-11972	-8092	9720	8202	-12380	2527	0	
0	142220	-10912	-7456	9976	8374	-10251	3134	0	
0	142269	-9504	-6740	9704	8127	-7972	3983	0	
0	142318	-7624	-6216	9440	8232	-5987	4693	0	
0	142366	-7576	-4204	8980	8724	-3623	5379	0	
0	142415	-7916	-5772	11176	10175	-1438	5905	0	
0	142464	-7796	-2968	6804	11472	-1234	6155	0	
0	142513	-6704	-2204	13160	11631	151	5837	0	
0	142561	-7748	-1228	10764	12634	2360	5723	0	
0	142610	-8404	-772	10712	10603	4016	5103	0	
0	142659	-8456	-1028	10668	8792	5095	4521	0	
0	142708	-9096	-700	10552	7581	5274	3948	0	
0	142756	-10392	-372	10348	6355	4884	3447	0	
0	142805	-11896	0	9408	4867	4281	2970	0	
0	142853	-13348	-4	9688	4834	3180	2709	0	
0	142901	-14668	-192	10572	5285	2129	2507	0	
0	142950	-15308	-112	10984	5391	951	2269	0	
0	142999	-15584	-712	11084	5358	-171	2161	0	
0	143047	-15864	-788	11196	5077	-1201	2101	0	
0	143096	-15588	-560	11920	4908	-2186	1988	0	
0	143145	-14752	-204	12344	4782	-3011	1889	0	
0	143194	-13908	176	13084	4511	-3613	1851	0	
0	143242	-12512	332	13644	4173	-3959	1852	0	
0	143291	-11452	404	14496	3586	-4071	1836	0	
0	143340	-10732	528	14912	3177	-3964	1780	0	
0	143389	-10080	552	15668	2368	-3688	1679	0	
0	143437	-9656	764	15528	1569	-3270	1571	0	
0	143486	-9420	960	15696	739	-2806	1401	0	
0	143534	-9156	1160	15196	-214	-2339	1187	0	
0	143583	-9340	1276	14564	-1304	-1751	933	0	
0	143631	-9484	1136	14136	-2024	-1122	597	0	
0	143680	-10056	900	13612	-2458	-404	199	0	
0	143728	-10604	432	13092	-3114	259	-263	0	
0	143777	-11284	56	12396	-3804	877	-1014	0	
0	143825	-11712	-188	11716	-4290	1361	-1315	0	
0	143874	-12028	-600	10600	-4727	1748	-1818	0	
0	143923	-12440	-1288	9992	-5209	1984	-2260	0	
0	143972	-12716	-2000	9136	-5573	2120	-2632	0	
0	144020	-13120	-2648	8608	-5617	2186	-2926	0	
0	144069	-13560	-3388	8256	-5431	2197	-3172	0	
0	144118	-13952	-3908	7788	-5187	2172	-3350	0	
0	144167	-14376	-4400	7676	-4980	2154	-3467	0	
0	144216	-14780	-4860	7448	-4707	2105	-3548	0	
0	144265	-14936	-5116	7028	-4259	2082	-3571	0	
0	144314	-15064	-5348	6860	-3886	1959	-3556	0	
0	144362	-14968	-5472	6560	-3525	1825	-3459	0	
0	144411	-15184	-5720	6232	-3197	1611	-3261	0	
0	144460	-15260	-5872	6220	-2875	1303	-2969	0	
0	144509	-15244	-6164	5952	-2441	993	-2653	0	
0	144558	-15312	-6488	5880	-1945	622	-2298	0	
0	144606	-15264	-6664	5592	-1484	244	-1966	0	
0	144655	-15416	-6752	5432	-985	-114	-1633	0	
0	144703	-15224	-6776	5720	-357	-437	-1280	0	
0	144752	-15100	-6396	6040	224	-669	-967	0	
0	144800	-15000	-6232	6352	618	-839	-661	0	
0	144848	-14776	-5964	6848	1051	-1026	-471	0	
0	144897	-14536	-5600	7016	1463	-1104	-253	0	
0	144946	-14288	-5228	7272	1759	-1192	-65	0	
0	144994	-14192	-4668	7616	2026	-1284	95	0	
0	145042	-14160	-4692	8024	2226	-1385	189	0	
0	145091	-14020	-3796	8608	2171	-1465	249	0	
0	145139	-14040	-3988	8304	2351	-1791	307	0	
0	145188	-13680	-3960	8584	2483	-1674	381	0	
0	145237	-13488	-3704	8772	3066	-1696	436	0	
0	145285	-13244	-3444	9120	3059	-1629	413	0	
0	145334	-12852	-3268	9360	3067	-1283	1	0	
0	145382	-12900	-3140	9312	2894	-1369	68	0	
0	145430	-12804	-3000	9316	2755	-1210	-112	0	
0	145479	-12796	-2632	9640	2311	-1023	-250	0	
0	145528	-12820	-2332	9584	2049	-839	-386	0	
0	145576	-12864	-2568	9768	1795	-731	-534	0	
0	145625	-12656	-2468	9660	1671	-587	-709	0	
0	145673	-12684	-2540	9740	1330	-459	-813	0	
0	145721	-12752	-2576	9824	919	-316	-877	0	
0	145770	-12680	-2744	9684	271	-177	-895	0	
0	145818	-12716	-2796	9968	230	-61	-875	0	
0	145866	-12780	-2952	9732	-73	-11	-796	0	
0	145914	-12964	-3120	9508	-406	43	-515	0	
0	145962	-13120	-3100	9492	-648	83	-680	0	
0	146010	-13236	-3140	9340	-925	54	-623	0	
0	146058	-13536	-3168	8984	-1097	53	-562	0	
0	146106	-13604	-3208	9032	-1054	56	-494	0	
0	146154	-13772	-3408	9068	-1192	49	-443	0	
